ID,Gender,Ever_Married,Age,Graduated,Profession,Income,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
460303,Female,No,43,Yes,Artist,670,2,Low,1,,A
465923,Female,No,30,Yes,Engineer,1701,9,Low,5,Cat_6,D
461948,Female,Yes,45,Yes,Artist,503,1,Average,4,Cat_6,C
461194,Female,No,33,No,Doctor,1378,1,Low,8,Cat_4,C
460590,Male,Yes,37,Yes,Artist,530,0,Average,3,Cat_3,B
463291,Male,Yes,35,Yes,Engineer,1597,5,Average,4,Cat_6,B
466530,Male,No,21,No,Healthcare,891,1,Low,4,,D
461321,Male,Yes,50,Yes,Artist,579,13,Low,1,Cat_6,C
466623,Male,Yes,56,,Entertainment,635,4,Average,4,Cat_3,C
466062,Male,Yes,56,Yes,Artist,637,4,Low,3,Cat_3,B
465252,Female,No,20,No,Healthcare,839,8,Low,3,Cat_3,D
461031,Male,Yes,59,No,Executive,1413,1,High,2,Cat_6,C
467230,Male,No,21,No,Healthcare,851,0,Low,4,Cat_6,D
465374,Male,Yes,37,Yes,Entertainment,753,1,Average,3,Cat_4,C
464159,Female,Yes,68,Yes,Artist,557,1,Low,1,Cat_4,B
463064,Male,Yes,33,No,Executive,1492,9,High,2,Cat_6,D
462927,Female,No,26,No,Homemaker,572,9,Low,2,Cat_6,A
459428,Female,No,43,No,Marketing,704,0,Low,2,Cat_4,D
463270,Male,Yes,52,No,Executive,1315,1,Low,5,,A
459921,Male,No,37,Yes,Artist,541,8,Low,1,Cat_3,A
462564,Male,No,55,Yes,Executive,1528,,Low,5,Cat_6,C
462434,Male,Yes,57,Yes,Artist,660,0,Average,4,Cat_6,C
463625,Male,Yes,35,No,Artist,532,1,Average,3,Cat_4,A
465871,Male,No,33,No,Entertainment,717,8,Low,1,Cat_6,A
461131,Male,Yes,68,Yes,Artist,621,0,High,,Cat_6,A
463151,Male,Yes,60,Yes,Artist,577,1,Low,1,Cat_3,A
459794,Male,Yes,52,Yes,Artist,501,0,Low,2,Cat_6,B
462770,Male,No,18,No,Healthcare,830,,Low,3,Cat_6,D
467590,Male,No,25,Yes,Artist,589,,Low,1,Cat_6,A
465004,Male,No,35,Yes,Entertainment,722,0,Low,3,Cat_7,D
464851,Male,No,18,No,Doctor,1341,0,Low,6,Cat_4,D
467383,Female,Yes,77,Yes,Lawyer,1047,0,High,2,Cat_6,B
466277,Male,No,18,No,Healthcare,842,0,Low,5,Cat_3,D
462115,Male,No,18,No,Healthcare,855,0,Low,3,Cat_6,D
463958,Female,No,25,No,Healthcare,892,0,Low,5,Cat_2,C
460023,Male,Yes,49,Yes,Entertainment,796,0,Low,1,Cat_6,A
460085,Female,No,37,Yes,Marketing,739,0,Low,1,Cat_4,D
463930,Male,Yes,49,Yes,Artist,630,1,Average,2,Cat_6,C
463458,Male,Yes,26,Yes,Entertainment,679,1,Average,2,Cat_6,B
467147,Male,No,45,Yes,Entertainment,683,0,Low,1,Cat_6,A
461930,Female,No,42,Yes,Artist,584,0,Low,1,Cat_4,A
464398,Male,Yes,48,No,Marketing,744,0,Low,5,Cat_6,D
461133,Male,No,23,No,Healthcare,878,1,Low,4,Cat_6,D
466382,Female,Yes,52,Yes,Engineer,1702,4,High,2,Cat_4,B
466914,Male,Yes,81,Yes,Entertainment,693,1,Low,1,Cat_6,D
459986,Male,Yes,60,Yes,Artist,532,0,Low,1,Cat_6,B
465102,Male,Yes,57,Yes,Lawyer,1026,1,High,2,Cat_6,B
459209,Female,No,21,No,Entertainment,704,1,Low,4,Cat_6,C
464174,Female,No,43,Yes,Engineer,1764,0,Low,4,Cat_6,D
461516,Male,Yes,32,Yes,Entertainment,777,0,Average,3,Cat_6,A
463252,Male,Yes,50,Yes,Artist,512,0,Average,2,Cat_6,B
462795,Male,No,25,No,Entertainment,796,13,Low,3,Cat_6,A
461927,Male,No,25,No,Healthcare,883,1,Low,4,Cat_2,C
467337,Male,Yes,56,Yes,Artist,519,1,Average,4,Cat_6,C
465645,Female,No,36,Yes,Artist,547,9,Low,2,Cat_6,C
465844,Female,No,46,Yes,Engineer,1730,0,Low,1,Cat_6,D
460425,Female,No,27,No,Doctor,1363,,Low,3,Cat_7,A
461181,Male,No,21,No,Healthcare,859,,Low,4,Cat_3,D
460305,Female,,49,Yes,Entertainment,631,1,High,1,Cat_6,D
461290,Male,No,22,No,Healthcare,851,,Low,2,Cat_6,D
460256,Male,No,53,Yes,Artist,696,2,Low,2,Cat_2,B
466825,Female,Yes,41,Yes,Artist,519,1,Low,2,Cat_6,A
464051,Male,Yes,53,Yes,Doctor,1333,0,Average,2,Cat_6,C
464643,Female,Yes,79,No,Engineer,1521,0,High,2,Cat_4,A
467239,Female,No,33,No,Engineer,1520,1,Low,3,Cat_6,D
461113,Female,No,23,No,Healthcare,849,1,Low,4,Cat_3,D
466980,Male,Yes,72,Yes,Lawyer,1092,1,High,2,Cat_6,A
463663,Female,No,37,Yes,,1092,0,Low,2,Cat_6,A
466077,Male,Yes,35,Yes,Doctor,1430,9,High,3,Cat_6,A
462641,Female,Yes,42,No,,1430,,Average,,Cat_4,D
460520,Female,No,28,Yes,Doctor,1372,1,Low,3,Cat_3,C
466429,Male,Yes,36,No,Healthcare,859,1,Low,2,Cat_3,A
460161,Male,No,38,Yes,Artist,545,0,Low,1,Cat_3,B
461579,Female,Yes,43,Yes,Artist,545,4,High,3,Cat_6,C
467155,Male,Yes,47,No,Executive,1501,0,High,4,Cat_6,B
460746,Male,No,22,No,Marketing,717,1,Low,3,Cat_6,A
464901,Male,Yes,82,No,Executive,1408,1,High,4,Cat_4,A
462685,Female,No,32,No,Healthcare,885,,Low,3,Cat_4,D
464238,Male,Yes,87,Yes,Lawyer,1040,0,High,2,Cat_6,A
466135,Male,Yes,47,Yes,Artist,573,1,Low,2,Cat_3,B
465196,Female,No,33,Yes,Artist,568,3,Low,2,Cat_4,D
463110,Male,Yes,68,No,Executive,1458,1,High,2,Cat_6,A
461549,Female,Yes,68,Yes,Artist,625,,Average,2,Cat_6,B
463820,Male,Yes,45,Yes,Executive,1404,8,High,4,Cat_6,C
462819,Male,Yes,49,Yes,Artist,544,0,Average,3,Cat_6,C
462456,Male,No,18,No,Healthcare,822,0,Low,8,Cat_6,D
467909,Female,No,45,Yes,Doctor,1348,0,Low,1,Cat_6,A
463391,Male,Yes,62,Yes,Doctor,1476,5,Low,1,Cat_3,B
467211,Female,Yes,75,Yes,Lawyer,1082,0,Low,1,Cat_6,B
462256,Female,Yes,59,Yes,Homemaker,579,0,Average,4,Cat_6,B
459491,Female,Yes,39,Yes,Artist,510,1,Average,4,Cat_6,C
464664,Male,Yes,39,No,Entertainment,780,1,Average,5,Cat_4,B
459925,Male,Yes,68,No,Executive,1550,1,High,2,Cat_4,D
459412,Male,Yes,62,Yes,,1550,0,Average,3,Cat_6,B
463224,Male,Yes,50,Yes,Executive,1320,0,High,4,Cat_6,B
459066,Male,Yes,47,Yes,Executive,1421,8,High,4,Cat_6,C
463387,Male,,20,No,Marketing,756,3,Low,2,Cat_3,C
463714,Male,Yes,57,No,,756,1,Average,2,Cat_4,C
462052,Male,Yes,51,Yes,Artist,504,1,Low,2,Cat_6,C
463304,Female,No,41,Yes,Doctor,1497,0,Low,1,Cat_4,A
463521,Male,Yes,45,Yes,Executive,1429,1,High,4,Cat_6,A
464703,Male,Yes,40,No,Doctor,1413,1,Average,5,Cat_4,A
463542,Female,Yes,27,No,Artist,637,6,High,5,Cat_2,A
463425,Male,Yes,43,No,Entertainment,643,3,Low,,Cat_6,D
465353,Male,Yes,73,Yes,Artist,526,1,Average,2,Cat_6,C
459696,Male,Yes,43,Yes,Engineer,1632,0,Average,2,Cat_6,B
462147,Female,Yes,82,Yes,Lawyer,1016,,Low,1,Cat_6,A
460815,Male,Yes,55,Yes,Artist,667,0,High,2,Cat_3,A
463413,Male,Yes,41,No,Doctor,1380,1,Average,2,Cat_4,A
460481,Male,No,25,Yes,Entertainment,787,1,Low,2,Cat_3,B
463336,Female,Yes,62,No,Engineer,1595,4,Low,1,Cat_4,B
462485,Female,Yes,37,No,Engineer,1646,0,Low,2,Cat_6,A
465676,Female,Yes,51,Yes,Entertainment,786,,Average,2,Cat_4,B
459357,Male,Yes,69,No,Lawyer,1005,0,Low,1,Cat_6,D
464428,Female,Yes,89,Yes,Entertainment,638,6,Average,4,Cat_2,A
465341,Male,No,29,Yes,Healthcare,821,,Low,6,Cat_2,D
463295,Male,No,28,No,Entertainment,714,0,Low,3,Cat_6,A
467750,Male,Yes,40,Yes,Artist,670,,Average,3,Cat_6,C
461877,Female,No,38,Yes,Artist,534,7,Low,2,Cat_6,B
467793,Male,No,18,No,Healthcare,890,3,Low,4,Cat_6,D
466816,Male,Yes,81,Yes,Lawyer,1086,1,High,2,Cat_6,B
462271,Male,Yes,45,Yes,Executive,1395,2,Average,4,Cat_2,B
463677,Male,Yes,42,No,Executive,1348,1,High,5,Cat_6,C
461400,Male,No,36,No,Marketing,793,0,Low,1,Cat_6,D
466140,Male,Yes,30,Yes,Entertainment,731,0,Low,2,Cat_6,A
463435,Female,No,33,Yes,Healthcare,810,0,Low,3,Cat_6,D
463858,Male,Yes,37,No,Artist,514,0,Average,2,Cat_6,C
459777,Male,Yes,35,No,Artist,604,9,Low,3,Cat_7,A
463545,Female,No,31,Yes,Doctor,1369,0,Low,2,Cat_4,D
462188,Female,Yes,53,No,Engineer,1649,0,Average,4,Cat_4,B
465966,Male,No,36,Yes,Doctor,1449,9,Low,1,Cat_6,B
464869,Male,Yes,37,Yes,Entertainment,712,0,Low,2,Cat_4,A
459564,Male,Yes,80,Yes,Lawyer,1006,2,Low,1,Cat_6,A
459099,Male,Yes,30,Yes,Doctor,1339,8,Average,2,Cat_6,A
459559,Female,Yes,39,No,Engineer,1704,,Average,3,Cat_6,D
461054,Female,No,18,No,Marketing,711,,Low,,Cat_3,D
465994,Male,No,32,No,Doctor,1370,3,Low,3,Cat_7,D
461243,Male,Yes,49,Yes,Marketing,728,0,Low,5,Cat_6,D
464163,Male,Yes,67,Yes,Executive,1503,0,High,4,Cat_6,C
459781,Male,No,47,No,Entertainment,651,1,Low,1,Cat_6,A
462021,Male,Yes,35,No,Engineer,1653,1,Low,6,Cat_6,A
464004,Female,Yes,26,No,Marketing,797,0,Low,5,Cat_4,D
459918,Female,No,43,Yes,Artist,501,1,Low,1,Cat_3,B
463783,Female,No,30,No,Healthcare,814,,Low,,,C
465725,Male,No,29,Yes,Doctor,1393,0,Low,2,Cat_3,A
461150,Female,,20,No,Marketing,786,0,High,2,Cat_3,A
466022,Female,Yes,67,No,Engineer,1629,,High,3,Cat_7,B
462086,Male,No,41,Yes,Doctor,1307,4,Low,2,Cat_6,B
459627,Male,No,40,Yes,Artist,585,14,Low,2,Cat_2,A
462524,Female,Yes,40,Yes,Doctor,1316,,Low,2,Cat_6,C
462764,Male,No,18,No,Healthcare,891,,Low,4,Cat_6,D
462907,Male,No,29,No,Healthcare,876,2,Low,5,Cat_6,D
464766,Female,Yes,51,No,Engineer,1513,7,Average,5,Cat_4,B
467608,Male,No,32,Yes,Engineer,1502,6,Low,1,Cat_6,D
467763,Female,No,48,Yes,Artist,550,1,Low,1,Cat_2,B
467972,Male,No,22,No,Artist,515,1,Low,3,Cat_6,D
459484,Female,Yes,35,Yes,Entertainment,693,1,Average,2,Cat_6,A
459622,Female,No,51,Yes,Artist,564,2,Low,1,Cat_6,B
462023,Female,Yes,46,No,Engineer,1719,8,Low,1,Cat_6,A
461484,Female,No,27,Yes,Healthcare,815,1,Low,5,Cat_6,C
459020,Female,Yes,56,Yes,Artist,546,0,Average,4,Cat_6,C
466028,Male,Yes,50,Yes,Artist,678,4,Average,4,Cat_3,B
460362,Male,Yes,59,Yes,Healthcare,862,0,Low,3,Cat_4,D
464171,Female,Yes,61,Yes,Artist,627,0,Low,1,Cat_6,C
465144,Male,No,32,Yes,Doctor,1487,9,Low,1,Cat_6,A
461861,Female,No,26,Yes,Healthcare,858,1,Low,5,Cat_4,C
467843,Female,No,23,No,Healthcare,873,,Low,4,Cat_6,D
459017,Male,Yes,50,Yes,Executive,1358,,High,6,Cat_6,C
463606,Male,No,22,No,Marketing,791,0,Low,4,Cat_2,C
467871,Female,No,29,No,Marketing,717,4,Low,3,Cat_6,B
461730,Male,Yes,46,Yes,Artist,630,1,Low,3,Cat_6,B
467514,Male,No,43,Yes,Artist,618,,Low,4,Cat_6,D
460529,Male,No,33,No,Artist,577,,Low,,Cat_3,C
463169,Female,Yes,85,Yes,Lawyer,1085,0,Low,1,Cat_3,D
460646,Male,Yes,57,Yes,Entertainment,759,,Low,,Cat_3,C
460102,Male,Yes,43,Yes,Artist,575,9,High,2,Cat_4,B
460490,Female,No,18,No,Healthcare,887,0,Low,4,Cat_3,D
459511,Male,Yes,87,No,Artist,662,1,Low,1,Cat_6,A
466601,Male,Yes,40,Yes,Artist,520,1,Average,2,Cat_4,C
467616,Male,Yes,25,Yes,Entertainment,764,1,Low,2,Cat_6,A
459659,Female,,18,No,Healthcare,832,,Low,3,Cat_6,D
459811,Female,Yes,48,Yes,Artist,613,1,High,3,Cat_6,C
460087,Female,Yes,56,Yes,Entertainment,666,0,Average,2,Cat_6,B
466723,Female,No,32,No,Entertainment,758,1,Low,3,Cat_6,A
461580,Female,No,38,Yes,Artist,580,7,Low,7,Cat_2,C
465026,Female,No,31,No,Doctor,1466,1,Low,2,Cat_6,A
465825,Female,Yes,36,No,Executive,1340,9,Average,5,Cat_4,A
467844,Male,No,37,Yes,Healthcare,841,0,Low,2,Cat_6,D
463348,Female,Yes,40,Yes,Doctor,1339,1,Low,2,Cat_6,A
466314,Male,No,18,No,Healthcare,884,5,Low,4,Cat_4,D
462518,Female,No,26,No,Healthcare,891,0,Low,6,Cat_5,A
459601,Female,No,23,No,Healthcare,821,,Low,2,Cat_7,D
461806,Male,No,27,Yes,Healthcare,805,9,Low,2,Cat_6,D
459584,Female,No,20,No,Healthcare,817,1,Low,3,Cat_6,D
463133,Male,Yes,47,No,Artist,674,1,Average,4,Cat_6,C
459856,Male,Yes,50,No,Entertainment,709,1,Average,3,Cat_6,B
460986,Male,No,37,Yes,Doctor,1475,0,Low,3,,A
465360,Female,Yes,49,Yes,Artist,688,1,Average,2,Cat_6,C
466869,Male,Yes,29,Yes,Healthcare,843,1,Low,3,Cat_3,D
465884,Male,Yes,37,Yes,Executive,1551,6,High,3,Cat_6,D
459300,Female,Yes,58,Yes,Artist,557,0,Low,,Cat_6,C
461485,Male,Yes,59,No,Engineer,1749,1,Average,3,Cat_6,C
466579,Male,No,21,No,Marketing,770,0,Low,5,Cat_1,D
467706,Female,Yes,42,Yes,Artist,622,,Average,4,Cat_6,A
463125,Male,No,29,No,Healthcare,800,0,Low,6,Cat_6,B
463673,Male,No,33,Yes,Healthcare,856,,Low,5,Cat_6,B
465899,Female,No,38,Yes,Doctor,1370,9,Low,2,Cat_6,B
459703,Male,Yes,37,Yes,Artist,538,0,Low,3,Cat_6,A
464317,Male,Yes,60,Yes,Entertainment,647,1,Average,3,Cat_6,C
465093,Male,Yes,55,Yes,Doctor,1306,0,Low,1,Cat_6,C
464361,Male,Yes,50,Yes,Artist,549,1,Average,2,Cat_6,C
459299,Male,No,36,Yes,Artist,670,,Low,3,Cat_6,B
462334,Male,No,47,Yes,Artist,634,9,Low,2,Cat_6,B
459989,Male,Yes,52,Yes,Artist,593,6,Average,2,Cat_6,B
464757,Female,Yes,42,No,Executive,1437,0,Average,5,Cat_4,A
462293,Male,No,32,No,Healthcare,803,0,Low,3,Cat_6,D
462638,Female,No,33,Yes,Engineer,1659,,Low,2,Cat_4,D
464820,Female,No,25,No,Artist,695,1,Low,1,Cat_4,B
465709,Male,Yes,68,Yes,Entertainment,750,1,Average,2,Cat_6,C
462277,Male,Yes,36,Yes,Entertainment,742,4,Average,2,Cat_2,B
465223,Male,Yes,51,Yes,Artist,530,,Average,4,Cat_6,C
464776,Female,Yes,47,No,Engineer,1571,,Average,5,Cat_4,B
465228,Male,Yes,62,Yes,Artist,678,0,High,2,Cat_6,C
461368,Male,No,32,Yes,Doctor,1400,4,Low,5,Cat_6,D
460698,Female,Yes,66,No,Artist,501,,Average,2,Cat_6,B
460435,Female,Yes,48,Yes,Artist,647,0,Low,1,Cat_6,B
465080,Male,Yes,70,Yes,Lawyer,1041,8,Average,2,Cat_6,C
459272,Female,Yes,60,Yes,Artist,591,0,High,2,Cat_6,C
466578,Male,No,45,No,Artist,540,2,Low,1,Cat_6,B
466646,Female,Yes,48,Yes,Homemaker,574,1,Low,2,Cat_3,B
466408,Male,Yes,76,Yes,Lawyer,1074,1,Low,2,Cat_3,A
460948,Male,Yes,53,Yes,Engineer,1658,4,Low,3,Cat_3,B
462244,Male,Yes,83,No,Executive,1455,1,High,3,Cat_6,B
459410,Female,Yes,79,Yes,Lawyer,1065,1,High,2,Cat_6,B
466668,Female,Yes,49,Yes,Engineer,1543,0,Low,1,Cat_2,B
467437,Female,Yes,76,Yes,Lawyer,1070,0,High,2,Cat_6,B
465267,Male,Yes,37,No,Engineer,1572,12,Average,5,Cat_4,B
464465,Female,Yes,37,Yes,Artist,555,,Average,6,Cat_3,B
463849,Female,Yes,35,No,Artist,678,0,Low,2,Cat_6,B
467191,Female,Yes,31,No,Homemaker,511,12,Average,2,Cat_6,B
460970,Male,No,21,No,Marketing,743,1,Low,5,Cat_6,B
463943,Male,No,71,Yes,Entertainment,717,1,Low,2,Cat_6,C
463778,Female,No,27,No,Engineer,1597,1,Low,4,Cat_5,A
462792,Male,Yes,52,No,Homemaker,514,,Average,4,Cat_6,A
459739,Male,Yes,72,No,Engineer,1755,1,High,,Cat_6,D
462894,Male,Yes,43,Yes,Artist,637,2,Average,4,Cat_3,C
465963,Male,Yes,46,Yes,Artist,517,0,Low,2,Cat_6,B
466791,Male,Yes,88,No,Lawyer,1066,1,Low,1,Cat_6,A
460807,Male,No,29,No,Healthcare,833,1,Low,6,Cat_6,D
462328,Male,No,27,No,Engineer,1773,0,Low,5,Cat_6,D
460618,Male,Yes,55,Yes,Lawyer,1026,,Low,4,Cat_3,C
460041,Female,Yes,48,No,Artist,543,8,Average,3,Cat_6,A
466840,Male,No,20,No,Healthcare,886,4,Low,5,Cat_2,D
461585,Male,No,38,Yes,Entertainment,705,1,Low,1,Cat_7,A
460538,Female,,22,No,Healthcare,890,0,High,3,Cat_3,D
462570,Female,No,29,No,Homemaker,517,1,Low,6,Cat_6,D
461845,Female,Yes,48,Yes,Doctor,1408,1,Average,4,Cat_6,C
465182,Female,No,65,Yes,Lawyer,1072,0,Low,1,Cat_6,A
463868,Male,Yes,51,No,Engineer,1596,1,Average,7,Cat_4,B
464028,Female,No,21,No,Healthcare,883,0,Low,5,Cat_6,D
466438,Female,No,42,Yes,Artist,521,0,Low,1,Cat_6,A
462196,Male,Yes,56,No,Marketing,781,1,Average,3,Cat_4,B
463043,Female,Yes,86,Yes,Lawyer,1089,9,High,2,Cat_6,C
464316,Male,Yes,59,Yes,Artist,694,0,Average,4,Cat_6,C
466595,Male,Yes,86,Yes,Executive,1560,1,High,2,Cat_6,C
465240,Male,Yes,59,Yes,Artist,650,4,High,2,Cat_7,D
467303,Male,Yes,38,Yes,Doctor,1488,3,Average,2,Cat_6,C
465388,Female,No,31,Yes,Marketing,719,0,Low,1,Cat_6,D
462014,Female,No,45,Yes,Artist,556,1,Low,1,Cat_6,B
465401,Female,Yes,48,Yes,Artist,637,10,Low,2,Cat_6,B
461096,Female,No,33,No,Engineer,1563,9,Low,4,Cat_3,B
462801,Male,Yes,38,Yes,Entertainment,737,9,Average,3,Cat_6,B
463829,Female,Yes,49,Yes,Artist,571,1,Average,4,Cat_6,C
459770,Female,Yes,48,Yes,Artist,564,8,Average,2,Cat_6,A
461421,Male,Yes,37,Yes,Artist,607,,Average,3,Cat_6,B
463737,Male,No,28,Yes,Healthcare,824,7,Low,4,Cat_2,C
462433,Female,Yes,33,Yes,Doctor,1445,0,Average,2,Cat_6,B
465311,Male,No,20,No,Healthcare,866,0,Low,4,Cat_6,D
464804,Male,Yes,27,No,Entertainment,717,0,Low,1,Cat_4,A
464721,Male,Yes,39,Yes,Artist,620,3,Average,4,Cat_6,B
465131,Female,Yes,87,No,Lawyer,1044,0,Low,1,Cat_6,C
467371,Male,No,30,Yes,Healthcare,895,1,Low,4,Cat_6,B
465348,Male,,30,No,Executive,1428,,High,,Cat_6,D
459004,Female,Yes,51,Yes,Artist,609,1,High,5,Cat_6,C
465290,Male,Yes,46,Yes,Executive,1532,1,High,5,Cat_6,B
464165,Female,No,55,No,Entertainment,649,3,Low,1,Cat_6,A
462502,Male,No,39,No,Entertainment,602,0,Low,4,Cat_6,A
467572,Male,Yes,63,Yes,Artist,535,1,Average,4,Cat_6,A
464117,Male,Yes,84,Yes,Lawyer,1003,0,High,2,Cat_6,C
461688,Male,Yes,41,Yes,Executive,1433,7,High,2,Cat_6,C
467148,Male,No,28,Yes,Artist,663,,Low,1,Cat_6,A
460130,Male,No,27,Yes,Healthcare,848,2,Low,4,Cat_1,A
462425,Male,No,35,Yes,Doctor,1391,3,Low,1,Cat_6,A
460326,Female,Yes,47,Yes,Artist,586,6,Low,2,Cat_6,B
465903,Female,No,51,Yes,Artist,502,0,Low,1,Cat_6,B
461961,Female,Yes,32,Yes,Artist,657,8,Low,3,Cat_6,B
467855,Male,Yes,31,Yes,Engineer,1785,1,Low,2,Cat_6,D
459213,Female,No,38,Yes,Healthcare,838,0,Low,4,Cat_6,A
461120,Male,No,20,No,Healthcare,822,1,Low,3,Cat_3,D
467927,Male,No,31,Yes,Doctor,1342,8,Low,6,Cat_2,A
466908,Male,Yes,55,Yes,Entertainment,768,1,Low,2,Cat_6,A
461042,Male,No,19,No,Healthcare,895,0,Low,,Cat_4,D
466497,Male,No,83,Yes,Lawyer,1013,0,Low,1,Cat_6,D
465027,Male,Yes,41,Yes,Doctor,1493,0,Low,2,Cat_6,B
463550,Female,Yes,38,Yes,Artist,680,1,Average,2,Cat_4,C
462943,Male,Yes,61,Yes,Executive,1400,5,High,2,Cat_6,B
462954,Female,Yes,48,Yes,Homemaker,518,12,Low,1,Cat_6,A
463567,Male,Yes,40,Yes,Doctor,1331,1,Average,2,Cat_6,B
466124,Female,No,47,Yes,Artist,565,0,Low,1,Cat_6,B
463354,Male,Yes,53,Yes,Executive,1559,4,High,4,Cat_6,D
463461,Male,No,29,No,Doctor,1493,,Low,4,Cat_4,A
465586,Male,Yes,72,No,Artist,687,1,Low,1,Cat_6,B
466178,Female,Yes,50,Yes,Artist,697,1,Average,4,Cat_6,C
461929,Male,Yes,63,Yes,Entertainment,654,0,Low,1,Cat_6,A
465752,Male,Yes,42,Yes,Artist,528,5,Average,2,Cat_6,C
462931,Male,Yes,40,No,Entertainment,624,14,Average,3,Cat_6,D
467853,Female,Yes,63,Yes,Artist,530,1,Average,5,Cat_3,C
467277,Male,No,25,Yes,Artist,677,13,Low,3,Cat_6,A
459049,Male,Yes,49,Yes,Executive,1395,2,High,4,Cat_2,B
464098,Female,No,28,No,Healthcare,812,0,Low,6,Cat_5,A
459438,Female,Yes,69,Yes,Artist,634,0,High,2,Cat_6,C
466815,Male,No,31,No,Healthcare,809,0,Low,5,Cat_4,C
459747,Female,Yes,36,Yes,Artist,535,1,Average,5,Cat_6,C
461014,Male,No,21,No,Healthcare,875,9,Low,4,Cat_3,D
462007,Female,Yes,36,Yes,Artist,656,1,Average,2,Cat_6,C
465446,Female,No,41,Yes,Healthcare,836,12,Low,1,Cat_1,A
461416,Female,No,31,Yes,Artist,698,13,Low,2,Cat_6,B
463089,Male,Yes,51,Yes,Executive,1496,7,High,4,Cat_6,C
463373,Male,Yes,55,Yes,Artist,607,1,Low,3,Cat_3,A
461910,Male,Yes,31,Yes,Artist,633,,Average,2,Cat_2,B
465470,Female,Yes,61,No,Engineer,1563,1,Average,2,Cat_6,C
465985,Male,No,31,Yes,Artist,570,1,Low,3,Cat_6,D
462715,Female,Yes,55,Yes,Artist,501,1,High,4,Cat_6,B
461925,Female,No,33,Yes,Artist,557,0,Low,5,Cat_3,C
465743,Female,Yes,50,Yes,Artist,650,1,Average,5,Cat_2,C
463675,Male,Yes,71,No,Entertainment,748,1,Low,2,Cat_6,A
459712,Male,No,18,No,Healthcare,899,,Low,4,Cat_6,D
464305,Female,Yes,73,Yes,Lawyer,1006,1,High,2,Cat_6,C
467178,Female,Yes,58,No,Lawyer,1056,0,High,4,Cat_6,C
464185,Male,Yes,65,Yes,Artist,538,5,High,2,Cat_6,A
467082,Female,Yes,75,Yes,Artist,539,1,High,2,Cat_6,C
459948,Female,No,62,Yes,Engineer,1670,0,Low,1,Cat_6,B
465991,Female,No,38,Yes,Healthcare,802,0,Low,5,Cat_6,D
465407,Female,No,27,Yes,Homemaker,516,3,Low,7,Cat_6,D
466225,Male,No,19,No,Healthcare,889,0,Low,3,Cat_2,D
465321,Male,Yes,43,Yes,Entertainment,687,,Low,4,Cat_3,A
461843,Female,Yes,50,Yes,Artist,627,0,High,2,Cat_3,C
465935,Male,No,27,Yes,Entertainment,744,9,Low,1,Cat_6,A
463758,Male,No,33,No,Healthcare,888,9,Low,3,Cat_7,C
464651,Female,Yes,26,No,Doctor,1496,0,Average,3,Cat_4,D
460526,Female,Yes,28,,,1496,8,Average,4,Cat_3,C
467085,Male,No,45,Yes,Entertainment,634,1,Low,2,Cat_6,A
463965,Male,No,25,Yes,Doctor,1343,7,Low,1,Cat_6,A
467156,Male,Yes,37,Yes,Artist,672,6,Low,1,Cat_6,B
461347,Female,Yes,37,Yes,Artist,564,5,Average,3,Cat_6,B
462113,Female,Yes,60,Yes,Artist,629,8,High,6,Cat_6,C
461299,Female,Yes,76,Yes,Lawyer,1096,1,High,2,Cat_6,C
466760,Male,Yes,47,Yes,Doctor,1379,0,Average,4,Cat_6,A
459760,Female,Yes,42,Yes,Artist,566,8,Low,1,Cat_6,A
463972,Male,Yes,66,Yes,Artist,683,0,Low,4,Cat_2,C
462051,Male,No,20,No,Healthcare,854,,Low,5,Cat_4,D
467431,Male,Yes,40,Yes,Artist,538,9,Average,3,Cat_6,C
463466,Male,No,21,No,Healthcare,870,13,Low,6,Cat_6,D
460479,Female,No,42,No,Doctor,1493,8,Low,1,Cat_3,A
461033,Male,Yes,57,Yes,Doctor,1441,5,Average,2,Cat_6,C
460839,Male,No,23,No,Healthcare,867,4,Low,3,Cat_6,D
462426,Female,Yes,52,Yes,Artist,599,2,Average,4,Cat_6,C
461431,Male,Yes,42,Yes,Doctor,1356,1,Average,2,Cat_1,C
461121,Male,No,28,No,Doctor,1428,0,Low,4,Cat_3,D
467149,Male,Yes,43,Yes,Artist,660,9,Average,3,Cat_6,A
461809,Male,No,30,Yes,Doctor,1445,3,Low,2,Cat_6,D
463793,Male,No,26,No,Healthcare,834,1,Low,6,Cat_4,A
460168,Male,Yes,86,Yes,Executive,1419,0,High,2,Cat_2,C
463931,Male,Yes,52,Yes,Entertainment,661,0,Average,2,Cat_6,C
463046,Female,Yes,43,No,Engineer,1638,0,Low,1,Cat_6,A
465377,Male,Yes,26,Yes,Artist,644,5,Average,,Cat_6,A
460020,Male,Yes,53,Yes,Artist,662,1,Average,3,Cat_6,C
461878,Male,No,33,Yes,Healthcare,834,3,Low,1,Cat_6,D
465802,Male,Yes,25,Yes,Healthcare,877,9,Low,2,Cat_6,C
466956,Female,Yes,55,Yes,Artist,560,1,Low,1,Cat_6,B
462559,Female,Yes,47,Yes,Engineer,1760,9,Average,4,Cat_2,C
464811,Female,Yes,43,No,Engineer,1559,,Average,,Cat_4,B
467260,Male,No,27,No,Doctor,1432,9,Low,4,Cat_6,D
