,Gender,Ever_Married,Age,Graduated,Profession,Income,Work_Experience,Spending_Score,Family_Size,clusterNo
6264,0,0.0,18,0.0,1.0,880,0.0,1,2.0,0
6265,1,1.0,38,1.0,2.0,1769,0.0,2,2.0,2
6266,1,1.0,48,1.0,8.0,509,3.0,2,2.0,1
6267,1,1.0,48,1.0,7.0,1426,1.0,2,2.0,3
6268,1,0.0,37,1.0,5.0,617,3.0,1,1.0,1
6269,0,0.0,32,1.0,1.0,873,9.0,1,5.0,0
6270,0,0.0,33,0.0,1.0,867,3.0,1,5.0,0
6271,0,0.0,31,0.0,1.0,894,3.0,1,8.0,0
6272,0,1.0,47,0.0,5.0,616,0.0,2,5.0,1
6273,0,1.0,63,1.0,5.0,608,1.0,2,3.0,1
6274,1,0.0,26,1.0,1.0,890,5.0,1,2.0,0
6275,0,1.0,65,1.0,3.0,1054,11.0,3,2.0,0
6276,0,1.0,22,0.0,1.0,864,1.0,2,4.0,0
6277,1,1.0,42,0.0,2.0,1505,4.0,1,1.0,3
6278,0,1.0,43,0.0,5.0,687,8.0,1,1.0,1
6279,1,0.0,23,0.0,9.0,767,3.0,1,4.0,0
6280,0,0.0,27,1.0,5.0,572,5.0,1,4.0,1
6281,0,0.0,42,1.0,5.0,587,7.0,1,1.0,1
6282,0,1.0,45,1.0,6.0,1464,1.0,3,3.0,3
6283,0,0.0,33,1.0,7.0,1331,9.0,1,6.0,3
6284,0,1.0,58,0.0,6.0,1549,0.0,3,4.0,2
6285,0,0.0,21,0.0,7.0,1442,0.0,1,3.0,3
6286,1,0.0,85,1.0,8.0,570,4.0,1,1.0,1
6287,0,0.0,41,0.0,7.0,1309,1.0,1,3.0,3
6289,1,1.0,57,0.0,2.0,1601,0.0,1,1.0,2
6290,0,1.0,38,0.0,7.0,1439,0.0,2,5.0,3
6291,0,1.0,50,1.0,5.0,623,0.0,2,5.0,1
6292,0,0.0,25,1.0,5.0,646,3.0,1,1.0,1
6293,0,0.0,33,0.0,1.0,875,1.0,1,4.0,0
6294,0,0.0,62,1.0,4.0,794,3.0,1,1.0,0
6295,0,0.0,26,0.0,1.0,824,1.0,1,6.0,0
6296,0,1.0,25,1.0,5.0,638,12.0,1,2.0,1
6297,0,1.0,63,0.0,6.0,1380,1.0,3,3.0,3
6298,0,0.0,19,0.0,1.0,829,3.0,1,3.0,0
6299,1,1.0,26,0.0,1.0,876,3.0,3,2.0,0
6300,1,0.0,26,1.0,5.0,559,9.0,1,1.0,1
6301,1,0.0,30,1.0,2.0,1774,3.0,1,3.0,2
6302,1,1.0,36,1.0,7.0,1344,0.0,1,1.0,3
6303,1,0.0,22,0.0,1.0,840,1.0,1,9.0,0
6305,0,0.0,27,0.0,7.0,1394,9.0,1,4.0,3
6306,0,1.0,42,1.0,6.0,1395,1.0,3,5.0,3
6307,0,0.0,21,0.0,1.0,860,1.0,1,2.0,0
6308,0,1.0,38,1.0,6.0,1305,0.0,3,3.0,3
6309,0,1.0,63,1.0,5.0,554,0.0,2,4.0,1
6310,1,1.0,47,1.0,8.0,516,3.0,3,5.0,1
6311,1,0.0,25,1.0,2.0,1672,8.0,1,3.0,2
6312,1,1.0,69,1.0,5.0,600,1.0,3,2.0,1
6313,0,1.0,53,1.0,5.0,610,9.0,1,1.0,1
6314,0,1.0,36,1.0,5.0,692,1.0,1,2.0,1
6315,0,0.0,27,1.0,1.0,818,1.0,1,5.0,0
6316,1,0.0,59,1.0,5.0,544,0.0,1,3.0,1
6317,0,0.0,19,0.0,1.0,829,1.0,1,3.0,0
6318,0,1.0,29,0.0,6.0,1470,0.0,2,2.0,3
6319,1,0.0,51,1.0,3.0,1033,6.0,1,1.0,0
6320,0,0.0,43,1.0,4.0,661,5.0,1,1.0,1
6321,0,0.0,42,1.0,5.0,587,1.0,1,1.0,1
6322,1,1.0,72,1.0,7.0,1345,3.0,3,2.0,3
6323,0,0.0,37,1.0,5.0,582,7.0,1,2.0,1
6324,0,1.0,66,0.0,3.0,1013,0.0,3,2.0,0
6325,0,1.0,39,1.0,5.0,638,1.0,2,2.0,1
6326,1,0.0,21,0.0,4.0,635,5.0,1,5.0,1
6327,0,0.0,21,0.0,1.0,817,1.0,1,4.0,0
6328,1,1.0,28,1.0,6.0,1320,8.0,3,2.0,3
6329,0,1.0,56,1.0,5.0,545,0.0,2,4.0,1
6330,1,0.0,40,1.0,8.0,549,9.0,1,3.0,1
6331,0,0.0,26,1.0,1.0,840,1.0,1,1.0,0
6332,0,0.0,18,0.0,1.0,874,8.0,1,6.0,0
6333,0,0.0,23,0.0,1.0,893,1.0,1,8.0,0
6334,1,1.0,45,1.0,5.0,630,1.0,2,5.0,1
6335,1,1.0,65,0.0,2.0,1557,1.0,2,3.0,2
6336,1,1.0,87,0.0,5.0,636,0.0,1,1.0,1
6337,1,1.0,56,1.0,5.0,655,5.0,2,4.0,1
6338,0,0.0,47,1.0,5.0,606,1.0,1,2.0,1
6339,1,0.0,68,1.0,7.0,1453,1.0,1,1.0,3
6340,0,0.0,18,0.0,1.0,882,1.0,1,3.0,0
6341,0,1.0,40,1.0,5.0,620,6.0,1,1.0,1
6342,1,1.0,41,1.0,7.0,1490,0.0,1,1.0,3
6343,0,0.0,23,0.0,1.0,873,1.0,1,4.0,0
6344,0,0.0,35,1.0,5.0,605,9.0,1,1.0,1
6345,0,1.0,66,1.0,6.0,1384,1.0,3,2.0,3
6346,0,0.0,22,0.0,7.0,1462,8.0,1,3.0,3
6347,0,0.0,23,0.0,1.0,847,0.0,1,4.0,0
6348,0,0.0,18,0.0,9.0,742,1.0,1,4.0,1
6349,0,1.0,60,0.0,5.0,518,0.0,1,1.0,1
6350,1,1.0,40,0.0,5.0,612,0.0,1,1.0,1
6351,1,1.0,30,0.0,2.0,1653,3.0,2,8.0,2
6352,0,0.0,28,0.0,4.0,700,1.0,1,2.0,1
6353,0,1.0,42,0.0,5.0,635,6.0,1,2.0,1
6354,0,0.0,46,1.0,5.0,590,1.0,1,2.0,1
6355,1,0.0,23,0.0,1.0,890,9.0,1,4.0,0
6356,0,1.0,43,1.0,5.0,613,0.0,1,1.0,1
6357,1,0.0,20,0.0,4.0,711,0.0,1,6.0,1
6358,1,0.0,27,1.0,1.0,891,5.0,1,3.0,0
6359,1,0.0,27,1.0,2.0,1750,4.0,1,2.0,2
6360,0,1.0,82,1.0,3.0,1087,0.0,1,1.0,0
6361,0,0.0,21,0.0,1.0,851,0.0,1,4.0,0
6362,1,0.0,25,0.0,7.0,1304,3.0,1,4.0,3
6363,0,1.0,60,0.0,5.0,605,0.0,2,2.0,1
6364,1,1.0,71,1.0,3.0,1049,0.0,3,2.0,0
6365,1,0.0,39,1.0,4.0,632,7.0,1,1.0,1
6366,0,1.0,83,1.0,3.0,1047,3.0,1,1.0,0
6367,1,1.0,35,1.0,5.0,590,1.0,1,2.0,1
6368,0,0.0,19,0.0,1.0,864,1.0,1,4.0,0
6369,0,0.0,53,1.0,5.0,532,0.0,1,1.0,1
6370,0,0.0,23,0.0,1.0,882,4.0,1,9.0,0
6371,0,0.0,20,0.0,1.0,869,8.0,1,3.0,0
6372,0,0.0,20,0.0,1.0,872,3.0,1,3.0,0
6373,1,1.0,50,1.0,5.0,662,4.0,1,1.0,1
6374,0,1.0,35,1.0,6.0,1349,4.0,3,4.0,3
6375,0,1.0,32,1.0,7.0,1366,11.0,2,2.0,3
6376,1,1.0,33,0.0,2.0,1527,5.0,3,3.0,3
6377,1,1.0,53,1.0,5.0,623,1.0,2,3.0,1
6378,0,1.0,47,1.0,5.0,608,0.0,2,4.0,1
6379,1,0.0,37,1.0,2.0,1746,0.0,1,1.0,2
6380,0,1.0,50,1.0,5.0,690,0.0,2,4.0,1
6381,1,0.0,23,0.0,1.0,873,9.0,1,3.0,0
6382,1,0.0,30,1.0,4.0,693,9.0,1,1.0,1
6383,1,0.0,28,0.0,1.0,876,3.0,1,2.0,0
6384,0,1.0,39,1.0,5.0,561,1.0,1,1.0,1
6385,0,1.0,81,0.0,3.0,1029,1.0,3,2.0,0
6386,1,1.0,65,0.0,2.0,1595,0.0,2,2.0,2
6387,0,1.0,53,1.0,6.0,1500,3.0,3,3.0,3
6389,0,1.0,30,1.0,1.0,858,0.0,1,2.0,0
6390,0,0.0,40,1.0,5.0,623,8.0,1,1.0,1
6391,0,0.0,28,1.0,5.0,567,4.0,1,6.0,1
6392,0,1.0,28,1.0,7.0,1497,0.0,1,9.0,3
6393,1,1.0,60,1.0,8.0,591,1.0,1,4.0,1
6394,0,1.0,48,1.0,4.0,610,1.0,1,3.0,1
6395,0,1.0,70,1.0,3.0,1059,3.0,1,1.0,0
6396,1,1.0,39,1.0,4.0,790,7.0,2,2.0,0
6397,0,1.0,42,0.0,7.0,1301,5.0,2,5.0,3
6398,0,1.0,38,0.0,4.0,772,1.0,2,2.0,0
6399,0,0.0,35,1.0,5.0,654,0.0,1,1.0,1
6400,0,1.0,43,1.0,4.0,715,1.0,2,3.0,1
6401,1,1.0,83,1.0,3.0,1088,1.0,1,1.0,0
6402,0,1.0,43,1.0,5.0,617,8.0,1,1.0,1
6403,1,1.0,46,1.0,5.0,510,0.0,2,4.0,1
6404,0,1.0,50,1.0,7.0,1367,0.0,2,3.0,3
6405,1,0.0,38,1.0,5.0,580,8.0,1,1.0,1
6406,0,1.0,69,0.0,6.0,1544,1.0,3,2.0,2
6407,1,1.0,38,1.0,5.0,505,1.0,2,2.0,1
6408,1,0.0,26,1.0,1.0,839,0.0,1,3.0,0
6409,0,0.0,37,0.0,1.0,830,0.0,1,5.0,0
6410,0,1.0,72,1.0,6.0,1556,0.0,3,2.0,2
6411,0,1.0,52,1.0,5.0,524,1.0,2,4.0,1
6412,0,1.0,85,1.0,3.0,1099,1.0,3,2.0,0
6413,1,0.0,29,1.0,1.0,897,6.0,1,3.0,0
6414,0,0.0,26,0.0,1.0,875,0.0,1,4.0,0
6415,1,0.0,33,1.0,7.0,1393,0.0,1,6.0,3
6416,1,0.0,40,1.0,1.0,893,0.0,1,1.0,0
6417,1,0.0,32,1.0,5.0,636,3.0,1,7.0,1
6418,0,1.0,79,1.0,3.0,1008,2.0,3,2.0,0
6419,1,0.0,25,1.0,1.0,850,3.0,1,1.0,0
6420,0,0.0,35,0.0,5.0,526,1.0,1,1.0,1
6421,1,1.0,68,1.0,3.0,1093,0.0,1,1.0,0
6422,1,0.0,28,0.0,8.0,529,3.0,1,3.0,1
6423,0,0.0,33,1.0,1.0,859,3.0,1,4.0,0
6424,0,1.0,36,1.0,5.0,512,7.0,2,5.0,1
6425,0,1.0,51,1.0,6.0,1517,3.0,3,5.0,3
6426,1,0.0,36,1.0,5.0,571,11.0,1,3.0,1
6427,0,1.0,25,1.0,5.0,649,8.0,1,4.0,1
6428,1,1.0,37,1.0,5.0,656,3.0,2,2.0,1
6429,1,1.0,39,1.0,7.0,1440,8.0,2,2.0,3
6430,1,1.0,35,1.0,5.0,524,0.0,2,2.0,1
6431,0,0.0,21,0.0,1.0,881,1.0,1,4.0,0
6432,1,1.0,55,1.0,5.0,586,1.0,2,4.0,1
6433,1,0.0,20,0.0,9.0,749,3.0,1,4.0,1
6434,0,1.0,35,0.0,6.0,1440,1.0,3,3.0,3
6435,1,0.0,39,0.0,2.0,1597,6.0,1,1.0,2
6436,0,1.0,83,0.0,6.0,1451,1.0,3,2.0,3
6437,0,1.0,45,1.0,5.0,506,1.0,2,2.0,1
6438,0,1.0,40,1.0,5.0,657,9.0,1,2.0,1
6439,1,0.0,27,1.0,5.0,533,1.0,1,5.0,1
6440,0,1.0,51,0.0,4.0,722,7.0,2,3.0,1
6441,0,1.0,35,1.0,5.0,688,1.0,2,3.0,1
6442,1,0.0,26,1.0,5.0,631,0.0,1,3.0,1
6443,0,1.0,57,1.0,5.0,644,0.0,1,2.0,1
6444,0,1.0,20,0.0,1.0,851,1.0,2,4.0,0
6445,1,0.0,49,1.0,5.0,671,4.0,1,1.0,1
6446,0,0.0,52,1.0,4.0,663,1.0,1,2.0,1
6447,0,1.0,35,1.0,5.0,552,1.0,2,3.0,1
6448,0,1.0,39,1.0,1.0,882,1.0,1,3.0,0
6449,0,1.0,69,1.0,6.0,1422,0.0,1,2.0,3
6450,1,0.0,26,1.0,4.0,648,6.0,1,2.0,1
6451,0,1.0,36,1.0,5.0,563,8.0,1,4.0,1
6452,1,1.0,25,1.0,2.0,1503,6.0,2,2.0,3
6453,1,1.0,60,1.0,5.0,643,0.0,1,1.0,1
6454,1,0.0,37,1.0,1.0,843,1.0,1,2.0,0
6455,1,0.0,42,0.0,5.0,626,0.0,1,1.0,1
6456,0,0.0,22,0.0,1.0,882,9.0,1,4.0,0
6457,0,1.0,41,0.0,7.0,1329,2.0,2,4.0,3
6458,0,1.0,75,0.0,6.0,1331,0.0,1,1.0,3
6459,1,1.0,37,1.0,8.0,594,3.0,3,2.0,1
6460,1,1.0,77,1.0,5.0,651,0.0,3,2.0,1
6462,0,1.0,43,1.0,6.0,1463,1.0,3,4.0,3
6463,1,0.0,31,1.0,1.0,821,8.0,1,4.0,0
6464,0,0.0,33,0.0,7.0,1345,1.0,1,2.0,3
6465,0,1.0,60,1.0,6.0,1569,1.0,3,4.0,2
6466,1,1.0,61,1.0,5.0,689,1.0,1,2.0,1
6467,1,0.0,29,0.0,8.0,504,8.0,1,1.0,1
6468,0,0.0,25,1.0,1.0,887,1.0,1,4.0,0
6469,0,1.0,83,1.0,5.0,696,2.0,3,2.0,1
6470,1,0.0,38,1.0,5.0,642,7.0,1,1.0,1
6471,0,0.0,28,1.0,5.0,600,0.0,1,4.0,1
6472,0,1.0,65,1.0,4.0,768,0.0,3,2.0,0
6473,1,1.0,61,1.0,7.0,1339,0.0,2,4.0,3
6475,1,1.0,51,0.0,2.0,1792,4.0,1,2.0,2
6476,0,1.0,36,0.0,6.0,1482,2.0,3,3.0,3
6477,1,1.0,55,1.0,5.0,628,2.0,2,2.0,1
6478,0,1.0,43,1.0,5.0,584,3.0,2,4.0,1
6479,1,1.0,46,1.0,5.0,511,0.0,2,4.0,1
6480,1,1.0,43,1.0,5.0,631,8.0,2,2.0,1
6481,0,1.0,57,0.0,7.0,1438,4.0,1,3.0,3
6482,0,1.0,35,0.0,7.0,1307,0.0,1,1.0,3
6483,0,1.0,65,1.0,5.0,696,0.0,2,2.0,1
6484,1,1.0,37,1.0,5.0,647,0.0,1,3.0,1
6485,0,1.0,35,1.0,5.0,550,4.0,2,2.0,1
6486,0,1.0,37,0.0,6.0,1528,1.0,1,2.0,3
6487,0,1.0,38,1.0,6.0,1348,0.0,2,3.0,3
6488,0,0.0,19,0.0,1.0,813,1.0,1,3.0,0
6489,0,1.0,41,1.0,5.0,674,8.0,1,3.0,1
6490,0,1.0,27,1.0,4.0,712,3.0,1,3.0,1
6491,0,0.0,36,1.0,5.0,559,0.0,1,1.0,1
6492,0,1.0,61,1.0,5.0,678,2.0,2,2.0,1
6493,0,1.0,53,0.0,5.0,618,1.0,2,6.0,1
6494,0,1.0,45,1.0,5.0,565,0.0,1,1.0,1
6496,1,1.0,42,0.0,4.0,774,1.0,1,6.0,0
6497,0,0.0,18,0.0,1.0,820,0.0,1,3.0,0
6498,1,1.0,83,1.0,3.0,1017,0.0,3,2.0,0
6499,1,0.0,36,1.0,5.0,518,0.0,1,1.0,1
6500,1,0.0,37,1.0,1.0,809,3.0,1,1.0,0
6501,0,1.0,42,1.0,5.0,529,1.0,2,3.0,1
6502,1,1.0,80,0.0,3.0,1090,1.0,3,2.0,0
6503,1,0.0,18,0.0,1.0,803,0.0,1,5.0,0
6504,0,1.0,61,0.0,4.0,651,1.0,1,3.0,1
6505,0,1.0,57,1.0,4.0,632,0.0,1,2.0,1
6506,0,0.0,36,0.0,9.0,723,0.0,1,2.0,1
6507,1,0.0,43,1.0,5.0,654,8.0,1,1.0,1
6508,1,0.0,33,0.0,8.0,586,7.0,1,3.0,1
6509,0,0.0,31,0.0,1.0,849,1.0,1,3.0,0
6510,0,0.0,52,1.0,4.0,785,3.0,1,3.0,0
6511,0,0.0,38,1.0,7.0,1374,4.0,1,1.0,3
6512,0,1.0,45,1.0,5.0,593,7.0,3,4.0,1
6513,0,1.0,72,1.0,3.0,1088,0.0,3,2.0,0
6514,1,1.0,43,1.0,7.0,1317,9.0,1,2.0,3
6515,1,0.0,29,1.0,4.0,739,8.0,1,2.0,1
6516,0,0.0,45,1.0,5.0,560,1.0,1,2.0,1
6518,1,0.0,29,1.0,8.0,545,13.0,1,1.0,1
6519,0,0.0,43,1.0,5.0,648,7.0,1,3.0,1
6520,1,1.0,42,0.0,5.0,570,0.0,2,3.0,1
6521,0,1.0,47,0.0,4.0,780,9.0,2,6.0,0
6522,0,0.0,26,1.0,1.0,830,1.0,1,3.0,0
6523,1,1.0,60,1.0,3.0,1073,1.0,3,3.0,0
6524,0,1.0,41,1.0,6.0,1306,5.0,1,2.0,3
6525,0,1.0,47,1.0,6.0,1309,1.0,3,4.0,3
6526,0,0.0,27,1.0,5.0,620,7.0,1,3.0,1
6527,0,0.0,18,0.0,1.0,819,3.0,1,3.0,0
6528,1,0.0,46,1.0,5.0,606,8.0,1,1.0,1
6529,1,1.0,35,1.0,5.0,598,3.0,2,2.0,1
6530,1,0.0,25,1.0,5.0,587,2.0,1,2.0,1
6531,0,0.0,18,0.0,1.0,898,3.0,1,3.0,0
6532,1,0.0,22,0.0,1.0,814,1.0,1,3.0,0
6533,0,1.0,56,0.0,6.0,1392,1.0,2,3.0,3
6534,1,1.0,35,1.0,8.0,552,9.0,2,2.0,1
6536,0,1.0,50,1.0,5.0,612,8.0,2,2.0,1
6538,1,1.0,61,1.0,8.0,549,1.0,2,3.0,1
6539,0,0.0,33,0.0,7.0,1370,1.0,1,6.0,3
6540,1,1.0,69,0.0,4.0,671,1.0,1,2.0,1
6541,1,1.0,38,1.0,2.0,1514,4.0,1,2.0,3
6542,0,1.0,42,1.0,7.0,1490,1.0,2,5.0,3
6543,0,1.0,61,1.0,4.0,655,3.0,2,6.0,1
6544,1,0.0,20,0.0,1.0,881,4.0,1,6.0,0
6545,1,1.0,46,1.0,2.0,1789,1.0,2,2.0,2
6546,0,1.0,40,0.0,4.0,679,5.0,1,4.0,1
6547,0,1.0,51,1.0,7.0,1417,1.0,3,2.0,3
6548,1,1.0,58,1.0,5.0,676,4.0,2,5.0,1
6549,1,0.0,33,1.0,1.0,883,1.0,1,5.0,0
6550,0,0.0,26,0.0,4.0,644,0.0,1,2.0,1
6551,0,1.0,58,0.0,6.0,1433,4.0,3,3.0,3
6552,0,1.0,65,1.0,8.0,570,0.0,3,2.0,1
6553,0,1.0,41,1.0,2.0,1619,1.0,2,2.0,2
6554,0,1.0,42,1.0,7.0,1474,0.0,2,2.0,3
6555,0,1.0,25,0.0,2.0,1729,14.0,1,1.0,2
6556,1,0.0,30,0.0,8.0,549,10.0,1,6.0,1
6559,0,1.0,79,0.0,3.0,1002,1.0,1,1.0,0
6560,1,1.0,51,0.0,1.0,800,0.0,3,3.0,0
6561,0,0.0,26,1.0,7.0,1341,1.0,1,4.0,3
6562,1,1.0,37,0.0,4.0,640,2.0,2,4.0,1
6563,1,0.0,25,0.0,7.0,1400,0.0,1,2.0,3
6564,0,0.0,41,1.0,9.0,716,0.0,1,2.0,1
6565,1,1.0,83,1.0,6.0,1361,1.0,3,3.0,3
6566,0,1.0,35,1.0,4.0,723,0.0,2,3.0,1
6567,0,0.0,21,0.0,1.0,827,3.0,1,7.0,0
6568,1,0.0,28,1.0,2.0,1683,0.0,1,3.0,2
6569,0,1.0,45,1.0,5.0,663,0.0,2,2.0,1
6570,0,1.0,51,0.0,6.0,1362,0.0,1,4.0,3
6571,0,0.0,25,1.0,4.0,790,1.0,1,3.0,0
6572,0,0.0,29,1.0,1.0,807,2.0,1,3.0,0
6573,0,1.0,45,0.0,9.0,772,1.0,1,2.0,0
6575,1,1.0,47,0.0,2.0,1744,8.0,2,5.0,2
6576,1,0.0,56,1.0,3.0,1036,3.0,1,2.0,0
6577,1,0.0,40,1.0,5.0,601,8.0,1,2.0,1
6578,1,1.0,65,1.0,3.0,1096,1.0,1,1.0,0
6579,0,0.0,40,1.0,5.0,539,2.0,1,1.0,1
6580,0,1.0,42,1.0,7.0,1367,8.0,2,2.0,3
6581,0,1.0,45,1.0,5.0,612,2.0,2,3.0,1
6582,1,1.0,58,1.0,2.0,1780,1.0,1,1.0,2
6583,1,0.0,30,0.0,7.0,1375,1.0,1,3.0,3
6584,0,1.0,35,1.0,5.0,647,10.0,3,2.0,1
6585,1,1.0,53,0.0,8.0,589,9.0,1,1.0,1
6586,1,1.0,58,1.0,5.0,633,0.0,2,2.0,1
6587,1,1.0,88,1.0,5.0,642,1.0,3,2.0,1
6588,1,0.0,27,0.0,9.0,800,0.0,1,3.0,0
6589,0,0.0,39,1.0,5.0,647,9.0,1,1.0,1
6590,1,1.0,41,1.0,5.0,535,3.0,1,1.0,1
6591,1,0.0,28,0.0,5.0,539,1.0,1,4.0,1
6592,0,1.0,35,0.0,4.0,669,9.0,1,3.0,1
6593,0,1.0,76,0.0,6.0,1341,1.0,3,2.0,3
6594,1,0.0,33,1.0,1.0,840,0.0,1,1.0,0
6595,1,1.0,59,1.0,7.0,1371,5.0,1,2.0,3
6596,1,1.0,45,1.0,7.0,1326,0.0,1,1.0,3
6597,1,1.0,81,0.0,3.0,1000,3.0,3,2.0,0
6598,1,0.0,33,0.0,2.0,1785,1.0,1,3.0,2
6599,1,1.0,86,0.0,3.0,1050,0.0,3,2.0,0
6600,0,0.0,19,0.0,1.0,819,3.0,1,4.0,0
6601,1,0.0,20,0.0,1.0,880,0.0,1,4.0,0
6603,1,0.0,25,0.0,1.0,827,0.0,1,8.0,0
6604,1,0.0,89,1.0,3.0,1063,3.0,1,1.0,0
6605,1,0.0,33,1.0,4.0,736,0.0,1,3.0,1
6606,1,1.0,62,1.0,5.0,585,0.0,3,2.0,1
6607,1,1.0,55,1.0,5.0,611,4.0,2,4.0,1
6608,0,0.0,39,1.0,5.0,566,0.0,1,1.0,1
6609,0,0.0,30,1.0,1.0,860,3.0,1,6.0,0
6610,1,1.0,37,0.0,6.0,1509,0.0,3,2.0,3
6611,1,0.0,40,0.0,9.0,796,0.0,1,1.0,0
6612,0,0.0,38,1.0,5.0,695,6.0,1,4.0,1
6613,0,1.0,52,0.0,5.0,647,1.0,1,2.0,1
6614,1,1.0,48,0.0,2.0,1709,1.0,2,5.0,2
6615,1,1.0,60,0.0,2.0,1503,1.0,2,5.0,3
6616,1,0.0,36,1.0,2.0,1563,9.0,1,1.0,2
6617,0,1.0,59,1.0,7.0,1427,0.0,2,2.0,3
6618,0,1.0,71,0.0,4.0,768,0.0,2,3.0,0
6620,0,1.0,37,1.0,6.0,1399,1.0,2,2.0,3
6621,1,0.0,51,1.0,5.0,527,0.0,1,1.0,1
6622,0,0.0,22,0.0,1.0,800,1.0,1,3.0,0
6623,0,1.0,28,1.0,5.0,541,1.0,2,2.0,1
6624,1,0.0,22,0.0,1.0,844,1.0,1,8.0,0
6625,1,1.0,48,1.0,8.0,538,1.0,3,2.0,1
6626,1,0.0,23,0.0,1.0,823,1.0,1,4.0,0
6627,1,0.0,31,0.0,2.0,1520,1.0,1,8.0,3
6628,0,1.0,37,0.0,5.0,685,1.0,1,5.0,1
6629,0,1.0,50,1.0,7.0,1432,1.0,2,4.0,3
6630,0,1.0,42,1.0,7.0,1368,3.0,2,4.0,3
6631,1,0.0,50,1.0,6.0,1475,1.0,1,1.0,3
6632,1,0.0,43,1.0,5.0,535,1.0,1,1.0,1
6633,0,0.0,20,0.0,9.0,789,0.0,1,4.0,0
6634,1,0.0,28,1.0,4.0,783,0.0,1,4.0,0
6635,1,0.0,33,0.0,1.0,836,7.0,1,6.0,0
6636,1,0.0,49,1.0,5.0,609,0.0,1,1.0,1
6638,1,0.0,40,1.0,1.0,899,9.0,1,1.0,0
6639,1,0.0,21,0.0,7.0,1360,0.0,1,3.0,3
6640,1,1.0,36,0.0,2.0,1739,1.0,1,5.0,2
6641,0,1.0,49,0.0,7.0,1358,1.0,2,3.0,3
6642,1,1.0,36,1.0,4.0,750,0.0,1,2.0,1
6643,0,1.0,56,1.0,5.0,580,3.0,2,2.0,1
6645,1,0.0,32,1.0,9.0,736,8.0,1,1.0,1
6646,1,1.0,48,1.0,5.0,664,4.0,2,2.0,1
6647,1,1.0,66,0.0,3.0,1018,3.0,3,2.0,0
6648,1,0.0,43,1.0,8.0,583,3.0,1,1.0,1
6649,0,1.0,69,0.0,4.0,674,3.0,1,8.0,1
6650,1,0.0,27,1.0,1.0,890,3.0,1,4.0,0
6651,1,1.0,67,1.0,2.0,1659,1.0,1,1.0,2
6652,1,1.0,32,0.0,2.0,1691,3.0,1,2.0,2
6654,0,1.0,43,0.0,4.0,694,3.0,2,3.0,1
6655,0,1.0,36,0.0,2.0,1747,0.0,2,2.0,2
6656,0,1.0,43,1.0,6.0,1306,6.0,3,3.0,3
6657,0,1.0,36,1.0,5.0,578,9.0,2,5.0,1
6659,0,1.0,36,1.0,5.0,597,0.0,2,2.0,1
6660,1,0.0,23,0.0,1.0,803,4.0,1,3.0,0
6661,1,1.0,50,1.0,5.0,580,8.0,2,2.0,1
6662,0,0.0,22,0.0,1.0,834,1.0,1,4.0,0
6663,1,1.0,62,1.0,5.0,673,3.0,3,3.0,1
6664,1,1.0,35,1.0,7.0,1375,0.0,2,3.0,3
6665,1,1.0,52,1.0,5.0,640,0.0,2,2.0,1
6666,1,1.0,68,1.0,3.0,1097,0.0,2,3.0,0
6667,0,0.0,46,1.0,5.0,521,1.0,1,2.0,1
6668,1,0.0,28,1.0,1.0,823,3.0,1,1.0,0
6669,0,0.0,49,1.0,4.0,725,0.0,1,1.0,1
6670,0,1.0,37,1.0,5.0,550,0.0,2,2.0,1
6671,0,1.0,53,1.0,5.0,654,9.0,2,2.0,1
6672,1,1.0,70,0.0,2.0,1574,7.0,1,1.0,2
6673,1,0.0,43,1.0,5.0,661,8.0,1,4.0,1
6674,0,1.0,83,1.0,6.0,1443,0.0,3,2.0,3
6675,1,0.0,25,1.0,4.0,740,9.0,1,2.0,1
6676,0,1.0,45,1.0,5.0,657,0.0,2,4.0,1
6677,1,0.0,29,1.0,2.0,1502,1.0,1,1.0,3
6678,0,1.0,43,1.0,5.0,655,9.0,2,2.0,1
6679,1,1.0,65,1.0,3.0,1064,0.0,1,1.0,0
6680,1,1.0,46,1.0,5.0,664,0.0,3,4.0,1
6681,0,1.0,59,1.0,5.0,564,8.0,1,1.0,1
6682,1,0.0,30,1.0,1.0,805,0.0,1,2.0,0
6683,0,1.0,29,0.0,1.0,880,5.0,1,2.0,0
6684,0,1.0,58,1.0,5.0,529,9.0,1,1.0,1
6685,0,1.0,71,0.0,5.0,543,1.0,1,5.0,1
6686,0,1.0,53,0.0,6.0,1345,1.0,1,5.0,3
6688,0,1.0,36,1.0,7.0,1394,8.0,2,4.0,3
6689,0,0.0,33,0.0,2.0,1761,0.0,1,4.0,2
6690,0,0.0,32,1.0,2.0,1720,0.0,1,3.0,2
6691,0,1.0,41,1.0,2.0,1660,3.0,2,5.0,2
6692,1,0.0,49,1.0,4.0,652,0.0,1,1.0,1
6693,0,1.0,84,0.0,3.0,1091,1.0,3,2.0,0
6694,0,1.0,30,1.0,1.0,823,0.0,1,4.0,0
6695,0,0.0,26,0.0,1.0,806,1.0,1,4.0,0
6696,1,1.0,41,1.0,5.0,630,5.0,3,3.0,1
6697,0,0.0,25,0.0,1.0,882,4.0,1,5.0,0
6698,0,1.0,26,1.0,1.0,802,9.0,3,3.0,0
6699,1,0.0,27,0.0,7.0,1474,0.0,1,5.0,3
6700,0,1.0,41,0.0,6.0,1337,0.0,3,3.0,3
